Report Date,Poly,New Events,Energy J,Potency m3,Tonnes,E/P,E/T,Status,Cave Health Score,Recommended Action
2026-06-26,Lift_II_E,71,6100.0,0.44,14000.0,13863.636363636364,0.4357142857142857,Brittle but Efficient,65,"Continue draw, but monitor seismic response closely due to elevated E/P."
